Code,Name,City,Country,Latitude,Longitude
VVI,Viru Viru Intl,Santa Cruz,Bolivia,-17.644756,-63.135364
BYC,Yacuiba,Yacuiba,Bolivia,-21.960925,-63.651669
PBM,Johan A Pengel Intl,Zandery,Suriname,5.452831,-55.187783
CAY,Rochambeau,Cayenne,French Guiana,4.819808,-52.360447
PCL,Cap Fap David Abenzur Rengifo Intl,Pucallpa,Peru,-8.377939,-74.574297
CIX,Capt Jose A Quinones Gonzales Intl,Chiclayo,Peru,-6.787475,-79.828097
AYP,Coronel Fap Alfredo Mendivil Duarte,Ayacucho,Peru,-13.154819,-74.204417
ANS,Andahuaylas,Andahuaylas,Peru,-13.706408,-73.350378
ATA,Comandante Fap German Arias Graziani,Anta,Peru,-9.347444,-77.598392
LIM,Jorge Chavez Intl,Lima,Peru,-12.021889,-77.114319
JUL,Juliaca,Juliaca,Peru,-15.467103,-70.158169
TBP,Pedro Canga,Tumbes,Peru,-3.552528,-80.381356
IQT,Coronel Francisco Secada Vignetta Intl,Iquitos,Peru,-3.784739,-73.308806
AQP,Rodriguez Ballon,Arequipa,Peru,-16.341072,-71.583083
TRU,Capitan Carlos Martinez De Pinillos,Trujillo,Peru,-8.081411,-79.108761
TPP,Cadete Guillermo Del Castillo Paredes,Tarapoto,Peru,-6.508742,-76.373247
TCQ,Coronel Carlos Ciriani Santa Rosa Intl,Tacna,Peru,-18.053333,-70.275833
PEM,Padre Aldamiz,Puerto Maldonado,Peru,-12.613611,-69.228611
PIU,Capitan Fap Guillermo Concha Iberico,Piura,Peru,-5.205750,-80.616444
CUZ,Teniente Alejandro Velasco Astete Intl,Cuzco,Peru,-13.535722,-71.938781
MVD,Carrasco Intl,Montevideo,Uruguay,-34.838417,-56.030806
BLA,General Jose Antonio Anzoategui Intl,Barcelona,Venezuela,10.107139,-64.689161
BNS,Barinas,Barinas,Venezuela,8.619575,-70.220825
BRM,Barquisimeto Intl,Barquisimeto,Venezuela,10.042747,-69.358619
CAJ,Canaima,Canaima,Venezuela,6.231989,-62.854433
CZE,Jose Leonardo Chirinos,Coro,Venezuela,11.414867,-69.681656
CUM,Antonio Jose De Sucre,Cumana,Venezuela,10.450333,-64.130472
LSP,Josefa Camejo,Paraguana,Venezuela,11.780775,-70.151497
LFR,La Fria,La Fria,Venezuela,8.239167,-72.271028
MAR,La Chinita Intl,Maracaibo,Venezuela,10.558208,-71.727856
MRD,Alberto Carnevalli,Merida,Venezuela,8.582294,-71.161186
PMV,Del Caribe Intl Gen Santiago Marino,Porlamar,Venezuela,10.912926,-63.967581
CCS,Simon Bolivar Intl,Caracas,Venezuela,10.603117,-66.990583
MUN,Maturin,Maturin,Venezuela,9.749067,-63.153400
PYH,Casique Aramare,Puerto Ayacucho,Venezuela,5.619992,-67.606103
PBL,General Bartolome Salom Intl,Puerto Cabello,Venezuela,10.480500,-68.073025
PZO,General Manuel Carlos Piar,Guayana,Venezuela,8.288528,-62.760361
SVZ,San Antonio Del Tachira,San Antonio,Venezuela,7.840831,-72.439742
STD,Mayor Buenaventura Vivas,Santo Domingo,Venezuela,7.565111,-72.035125
SOM,San Tome,San Tome,Venezuela,8.945147,-64.151083
VLN,Arturo Michelena Intl,Valencia,Venezuela,10.149733,-67.928400
VLV,Dr Antonio Nicolas Briceno,Valera,Venezuela,9.340797,-70.584089
ANU,V C Bird Intl,Antigua,Antigua and Barbuda,17.136749,-61.792667
BGI,Grantley Adams Intl,Bridgetown,Barbados,13.074603,-59.492456
DOM,Melville Hall,Dominica,Dominica,15.547028,-61.300000
FDF,Le Lamentin,Fort-de-france,Martinique,14.591033,-61.003175
SFG,Grand Case,St. Martin,Guadeloupe,18.099914,-63.047197
PTP,Le Raizet,Pointe-a-pitre,Guadeloupe,16.265306,-61.531806
GND,Point Salines Intl,Point Salines,Grenada,12.004247,-61.786192
STT,Cyril E King,St. Thomas,Virgin Islands,18.337306,-64.973361
STX,Henry E Rohlsen,St. Croix Island,Virgin Islands,17.701889,-64.798556
BQN,Rafael Hernandez,Aguadilla,Puerto Rico,18.494861,-67.129444
MAZ,Eugenio Maria De Hostos,Mayaguez,Puerto Rico,18.255694,-67.148472
PSE,Mercedita,Ponce,Puerto Rico,18.008306,-66.563028
SJU,Luis Munoz Marin Intl,San Juan,Puerto Rico,18.439417,-66.001833
SKB,Robert L Bradshaw,Basse Terre,Saint Kitts and Nevis,17.311194,-62.718667
SLU,George F L Charles,Castries,Saint Lucia,14.020228,-60.992936
UVF,Hewanorra Intl,Hewandorra,Saint Lucia,13.733194,-60.952597
AUA,Reina Beatrix Intl,Oranjestad,Aruba,12.501389,-70.015221
BON,Flamingo,Kralendijk,Netherlands Antilles,12.131044,-68.268511
CUR,Hato,Willemstad,Netherlands Antilles,12.188853,-68.959803
SXM,Princess Juliana Intl,Philipsburg,Netherlands Antilles,18.040953,-63.108900
AXA,Wallblake,The Valley,Anguilla,18.204834,-63.055084
TAB,Crown Point,Scarborough,Trinidad and Tobago,11.149658,-60.832194
POS,Piarco,Port-of-spain,Trinidad and Tobago,10.595369,-61.337242
EIS,Terrance B Lettsome Intl,Tortola,British Virgin Islands,18.444834,-64.542975
SVD,E T Joshua,Kingstown,Saint Vincent and the Grenadines,13.144306,-61.210861
ALA,Almaty,Alma-ata,Kazakhstan,43.352072,77.040508
TSE,Astana Intl,Tselinograd,Kazakhstan,51.022222,71.466944
DMB,Taraz,Dzhambul,Kazakhstan,42.853611,71.303611
FRU,Manas,Bishkek,Kyrgyzstan,43.061306,74.477556
OSS,Osh,Osh,Kyrgyzstan,40.608989,72.793269
CIT,Shymkent,Chimkent,Kazakhstan,42.364167,69.478889
URA,Uralsk,Uralsk,Kazakhstan,51.150833,51.543056
PWQ,Pavlodar,Pavlodar,Kazakhstan,52.195000,77.073889
PLX,Semipalatinsk,Semiplatinsk,Kazakhstan,50.351300,80.234400
AKX,Aktyubinsk,Aktyubinsk,Kazakhstan,50.245833,57.206667
GYD,Heydar Aliyev,Baku,Azerbaijan,40.467500,50.046667
YKS,Yakutsk,Yakutsk,Russia,62.093250,129.770672
MJZ,Mirny,Mirnyj,Russia,62.534689,114.038928
BQS,Ignatyevo,Blagoveschensk,Russia,50.425394,127.412478
KHV,Novy,Khabarovsk,Russia,48.528044,135.188361
GDX,Sokol,Magadan,Russia,59.910989,150.720439
PWE,Pevek,Pevek,Russia,69.783283,170.597006
PKC,Yelizovo,Petropavlovsk,Russia,53.167889,158.453669
UUS,Khomutovo,Yuzhno-sakhalinsk,Russia,46.888672,142.717531
VVO,Knevichi,Vladivostok,Russia,43.398953,132.148017
HTA,Kadala,Chita,Russia,52.026317,113.305556
BTK,Bratsk,Bratsk,Russia,56.370556,101.698331
IKT,Irkutsk,Irkutsk,Russia,52.268028,104.388975
UUD,Mukhino,Ulan-ude,Russia,51.807764,107.437644
KBP,Boryspil Intl,Kiev,Ukraine,50.345000,30.894722
DOK,Donetsk Intl,Donetsk,Ukraine,48.073611,37.739722
DNK,Dnipropetrovsk Intl,Dnepropetrovsk,Ukraine,48.357222,35.100556
SIP,Simferopol Intl,Simferopol,Ukraine,45.052222,33.975139
IEV,Zhuliany Intl,Kiev,Ukraine,50.401694,30.449697
LWO,Lviv Intl,Lvov,Ukraine,49.812500,23.956111
ODS,Odesa Intl,Odessa,Ukraine,46.426767,30.676464
LED,Pulkovo,St. Petersburg,Russia,59.800292,30.262503
MMK,Murmansk,Murmansk,Russia,68.781672,32.750822
KGD,Khrabrovo,Kaliningrad,Russia,54.890050,20.592633
MSQ,Minsk 2,Minsk 2,Belarus,53.882469,28.030731
ABA,Abakan,Abakan,Russia,53.740000,91.385000
BAX,Barnaul,Barnaul,Russia,53.363775,83.538533
KEJ,Kemerovo,Kemorovo,Russia,55.270094,86.107208
OMS,Omsk,Omsk,Russia,54.967042,73.310514
KRR,Pashkovskiy,Krasnodar,Russia,45.034689,39.170539
MCX,Uytash,Makhachkala,Russia,42.816822,47.652294
MRV,Mineralnyye Vody,Mineralnye Vody,Russia,44.225072,43.081889
STW,Shpakovskoye,Stavropol,Russia,45.109165,42.112778
ROV,Rostov Na Donu,Rostov,Russia,47.258208,39.818089
AER,Sochi,Sochi,Russia,43.449928,39.956589
ASF,Astrakhan,Astrakhan,Russia,46.283333,48.006278
VOG,Gumrak,Volgograd,Russia,48.782528,44.345544
CEK,Balandino,Chelyabinsk,Russia,55.305836,61.503333
MQF,Magnitogorsk,Magnetiogorsk,Russia,53.393131,58.755661
NJC,Nizhnevartovsk,Nizhnevartovsk,Russia,60.949272,76.483617
PEE,Bolshoye Savino,Perm,Russia,57.914517,56.021214
SGC,Surgut,Surgut,Russia,61.343694,73.401842
SVX,Koltsovo,Yekaterinburg,Russia,56.743108,60.802728
ASB,Ashgabat,Ashkhabad,Turkmenistan,37.986814,58.360967
DYU,Dushanbe,Dushanbe,Tajikistan,38.543333,68.825000
BHK,Bukhara,Bukhara,Uzbekistan,39.775000,64.483333
SKD,Samarkand,Samarkand,Uzbekistan,39.700547,66.983829
TAS,Yuzhny,Tashkent,Uzbekistan,41.257861,69.281186
SVO,Sheremetyevo,Moscow,Russia,55.972642,37.414589
VKO,Vnukovo,Moscow,Russia,55.591531,37.261486
SCW,Syktyvkar,Syktyvkar,Russia,61.647050,50.845050
KZN,Kazan,Kazan,Russia,55.606186,49.278728
REN,Orenburg,Orenburg,Russia,51.795786,55.456744
UFA,Ufa,Ufa,Russia,54.557511,55.874417
AMD,Ahmedabad,Ahmedabad,India,23.077242,72.634650
IXU,Aurangabad,Aurangabad,India,19.862728,75.398114
BOM,Chhatrapati Shivaji Intl,Mumbai,India,19.088686,72.867919
BHJ,Bhuj,Bhuj,India,23.287828,69.670147
IXG,Belgaum,Belgaum,India,15.859286,74.618292
BDQ,Vadodara,Baroda,India,22.336164,73.226289
BHO,Bhopal,Bhopal,India,23.287467,77.337375
BHU,Bhavnagar,Bhaunagar,India,21.752206,72.185181
GOI,Goa,Goa,India,15.380833,73.831422
IDR,Devi Ahilyabai Holkar,Indore,India,22.721786,75.801086
JLR,Jabalpur,Jabalpur,India,23.177817,80.052047
JGA,Jamnagar,Jamnagar,India,22.465522,70.012556
HJR,Khajuraho,Khajuraho,India,24.817197,79.918597
NAG,Dr Ambedkar Intl,Nagpur,India,21.092192,79.047183
PNQ,Pune,Pune,India,18.582111,73.919697
PBD,Porbandar,Porbandar,India,21.648675,69.657219
RAJ,Rajkot,Rajkot,India,22.309183,70.779525
RPR,Raipur,Raipur,India,21.180406,81.738753
STV,Surat,Surat,India,21.114061,72.741792
UDR,Udaipur,Udaipur,India,24.617697,73.896100
CMB,Bandaranaike Intl Colombo,Colombo,Sri Lanka,7.180756,79.884117
TRR,China Bay,Trinciomalee,Sri Lanka,8.538514,81.181853
PNH,Phnom Penh Intl,Phnom-penh,Cambodia,11.546556,104.844139
REP,Siem Reap,Siem-reap,Cambodia,13.410666,103.812840
IXA,Agartala,Agartala,India,23.886978,91.240450
AJL,Aizawl,Aizwal,India,23.746603,92.802767
IXB,Bagdogra,Baghdogra,India,26.681206,88.328567
BBI,Bhubaneshwar,Bhubaneswar,India,20.244364,85.817781
CCU,Netaji Subhash Chandra Bose Intl,Kolkata,India,22.654739,88.446722
IMF,Imphal,Imphal,India,24.759950,93.896697
IXS,Silchar,Silchar,India,24.912928,92.978742
PAT,Patna,Patina,India,25.591317,85.087992
IXR,Birsa Munda,Ranchi,India,23.314250,85.321675
VTZ,Vishakhapatnam,Vishakhapatnam,India,17.721167,83.224483
CXB,Coxs Bazar,Cox's Bazar,Bangladesh,21.452194,91.963889
CGP,Shah Amanat Intl,Chittagong,Bangladesh,22.249611,91.813286
JSR,Jessore,Jessore,Bangladesh,23.183800,89.160833
RJH,Shah Mokhdum,Rajshahi,Bangladesh,24.437219,88.616511
SPD,Saidpur,Saidpur,Bangladesh,25.759228,88.908869
ZYL,Osmany Intl,Sylhet Osmani,Bangladesh,24.963242,91.866783
DAC,Zia Intl,Dhaka,Bangladesh,23.843333,90.397781
HKG,Hong Kong Intl,Hong Kong,Hong Kong,22.308919,113.914603
AGR,Agra,Agra,India,27.155831,77.960892
IXD,Allahabad,Allahabad,India,25.440064,81.733872
ATQ,Amritsar,Amritsar,India,31.709594,74.797264
VNS,Varanasi,Varanasi,India,25.452358,82.859342
KUU,Kullu Manali,Kulu,India,31.876706,77.154367
IXC,Chandigarh,Chandigarh,India,30.673469,76.788542
DED,Dehradun,Dehra Dun,India,30.189689,78.180256
DEL,Indira Gandhi Intl,Delhi,India,28.566500,77.103088
GWL,Gwalior,Gwalior,India,26.293336,78.227753
JDH,Jodhpur,Jodhpur,India,26.251092,73.048869
JAI,Jaipur,Jaipur,India,26.824192,75.812161
IXJ,Jammu,Jammu,India,32.689142,74.837389
KNU,Kanpur,Kanpur,India,26.441444,80.364864
LUH,Ludhiana,Ludhiaha,India,30.854681,75.952592
IXL,Leh,Leh,India,34.135872,77.546514
LKO,Lucknow,Lucknow,India,26.760594,80.889339
SXR,Srinagar,Srinagar,India,33.987139,74.774250
LPQ,Luang Phabang Intl,Luang Prabang,Laos,19.897914,102.160764
PKZ,Pakse,Pakse,Laos,15.132053,105.781417
ZVK,Savannakhet,Savannakhet,Laos,16.556594,104.759531
VTE,Wattay Intl,Vientiane,Laos,17.988322,102.563256
MFM,Macau Intl,Macau,Macau,22.149556,113.591558
KTM,Tribhuvan Intl,Kathmandu,Nepal,27.696583,85.359100
AGX,Agatti,Agatti Island,India,10.823656,72.176042
BLR,Bangalore,Bangalore,India,12.949986,77.668206
VGA,Vijayawada,Vijayawada,India,16.530433,80.796847
CJB,Coimbatore,Coimbatore,India,11.030031,77.043383
COK,Cochin,Kochi,India,10.155556,76.391389
CCJ,Calicut,Calicut,India,11.136839,75.955300
HYD,Hyderabad,Hyderabad,India,17.453117,78.467586
IXM,Madurai,Madurai,India,9.834508,78.093378
IXE,Mangalore,Mangalore,India,12.961267,74.890069
MAA,Chennai Intl,Madras,India,12.994414,80.180517
IXZ,Port Blair,Port Blair,India,11.641161,92.729744
RJA,Rajahmundry,Rajahmundry,India,17.110361,81.818208
TIR,Tirupati,Tirupeti,India,13.632492,79.543256
TRZ,Trichy,Tiruchirappalli,India,10.765364,78.709722
TRV,Thiruvananthapuram Intl,Trivandrum,India,8.482122,76.920114
PBH,Paro,Thimphu,Bhutan,27.403192,89.424606
MLE,Male Intl,Male,Maldives,4.191833,73.529128
DMK,Don Muang Intl,Bangkok,Thailand,13.912583,100.606750
UTP,U Taphao Intl,Pattaya,Thailand,12.679944,101.005028
LPT,Lampang,Lampang,Thailand,18.270933,99.504167
PRH,Phrae,Phrae,Thailand,18.132169,100.164664
PHS,Phitsanulok,Phitsanulok,Thailand,16.782939,100.279122
NAW,Narathiwat,Narathiwat,Thailand,6.519922,101.743400
KBV,Krabi,Krabi,Thailand,8.095969,98.988764
USM,Samui,Ko Samui,Thailand,9.547794,100.062272
HKT,Phuket Intl,Phuket,Thailand,8.113200,98.316872
HDY,Hat Yai Intl,Hat Yai,Thailand,6.933206,100.392975
TST,Trang,Trang,Thailand,7.508744,99.616578
UTH,Udon Thani,Udon Thani,Thailand,17.386436,102.788247
SNO,Sakon Nakhon,Sakon Nakhon,Thailand,17.195142,104.118625
LOE,Loei,Loei,Thailand,17.439133,101.722064
DAD,Danang Intl,Danang,Vietnam,16.043917,108.199370
HAN,Noibai Intl,Hanoi,Vietnam,21.221192,105.807178
SGN,Tansonnhat Intl,Ho Chi Minh City,Vietnam,10.818797,106.651856
HEH,Heho,Heho,Burma,20.747036,96.792044
KET,Kengtung,Kengtung,Burma,21.301611,99.635997
KYP,Kyaukpyu,Kyaukpyu,Burma,19.426447,93.534836
MDL,Mandalay Intl,Mandalay,Burma,21.702156,95.977928
MYT,Myitkyina,Myitkyina,Burma,25.383636,97.351919
PBU,Putao,Putao,Burma,27.329922,97.426269
AKY,Sittwe,Sittwe,Burma,20.132708,92.872628
THL,Tachileik,Tachilek,Burma,20.483831,99.935353
RGN,Yangon Intl,Yangon,Burma,16.907305,96.133222
UPG,Hasanuddin,Ujung Pandang,Indonesia,-5.061631,119.554042
BIK,Frans Kaisiepo,Biak,Indonesia,-1.190017,136.107997
NBX,Nabire,Nabire,Indonesia,-3.368183,135.496406
TIM,Moses Kilangin,Timika,Indonesia,-4.528275,136.887375
DJJ,Sentani,Jayapura,Indonesia,-2.576953,140.516372
MKQ,Mopah,Merauke,Indonesia,-8.520294,140.418453
GTO,Jalaluddin,Gorontalo,Indonesia,0.637119,122.849858
PLW,Mutiara,Palu,Indonesia,-0.918542,119.909642
MDC,Sam Ratulangi,Manado,Indonesia,1.549447,124.925878
PSJ,Kasiguncu,Poso,Indonesia,-1.416753,120.657669
TTE,Sultan Babullah,Ternate,Indonesia,0.831414,127.381486
LUW,Bubung,Luwuk,Indonesia,-1.038919,122.771906
AMQ,Pattimura,Ambon,Indonesia,-3.710264,128.089136
FKQ,Fak Fak,Fak Fak,Indonesia,-2.920192,132.267031
KNG,Kaimana,Kaimana,Indonesia,-3.644517,133.695553
BXB,Babo,Babo,Indonesia,-2.532242,133.438894
MKW,Rendani,Manokwari,Indonesia,-0.891833,134.049183
SOQ,Jefman,Sorong,Indonesia,-0.926358,131.121194
BTU,Bintulu,Bintulu,Malaysia,3.123850,113.020472
KCH,Kuching Intl,Kuching,Malaysia,1.484697,110.346933
LMN,Limbang,Limbang,Malaysia,4.808303,115.010439
MUR,Marudi,Marudi,Malaysia,4.177500,114.321944
MYY,Miri,Miri,Malaysia,4.322014,113.986806
SBW,Sibu,Sibu,Malaysia,2.261603,111.985322
LDU,Lahad Datu,Lahad Datu,Malaysia,5.032247,118.324036
BKI,Kota Kinabalu Intl,Kota Kinabalu,Malaysia,5.937208,116.051181
LBU,Labuan,Labuan,Malaysia,5.300683,115.250181
TWU,Tawau,Tawau,Malaysia,4.313369,118.121953
BWN,Brunei Intl,Bandar Seri Begawan,Brunei,4.944200,114.928353
PKU,Sultan Syarif Kasim Ii,Pekanbaru,Indonesia,0.460786,101.444539
CGK,Soekarno Hatta Intl,Jakarta,Indonesia,-6.125567,106.655897
PDG,Minangkabau,Padang,Indonesia,-0.874989,100.351881
PNK,Supadio,Pontianak,Indonesia,-0.150711,109.403892
DJB,Sultan Thaha,Jambi,Indonesia,-1.638017,103.644378
BKS,Fatmawati Soekarno,Bengkulu,Indonesia,-3.863700,102.339036
PLM,Sultan Mahmud Badaruddin Ii,Palembang,Indonesia,-2.898250,104.699903
BTJ,Sultan Iskandarmuda,Banda Aceh,Indonesia,5.523522,95.420372
AOR,Sultan Abdul Halim,Alor Setar,Malaysia,6.189667,100.398183
KBR,Sultan Ismail Petra,Kota Bahru,Malaysia,6.166850,102.293014
KUA,Kuantan,Kuantan,Malaysia,3.775389,103.209056
KTE,Kerteh,Kerteh,Malaysia,4.537222,103.426756
IPH,Sultan Azlan Shah,Ipoh,Malaysia,4.567972,101.092194
JHB,Sultan Ismail,Johor Bahru,Malaysia,1.641308,103.669619
KUL,Kuala Lumpur Intl,Kuala Lumpur,Malaysia,2.745578,101.709917
LGK,Langkawi Intl,Pulau,Malaysia,6.329728,99.728667
TGG,Sultan Mahmud,Kuala Terengganu,Malaysia,5.382639,103.103360
PEN,Penang Intl,Penang,Malaysia,5.297139,100.276864
DIL,Presidente Nicolau Lobato Intl,Dili,East Timor,-8.546553,125.524719
SIN,Changi Intl,Singapore,Singapore,1.350189,103.994433
ABM,Bamaga Injinoo,Amberley,Australia,-10.950833,142.459444
ASP,Alice Springs,Alice Springs,Australia,-23.806667,133.902222
BNE,Brisbane Intl,Brisbane,Australia,-27.384167,153.117500
OOL,Gold Coast,Coolangatta,Australia,-28.164444,153.504722
CNS,Cairns Intl,Cairns,Australia,-16.885833,145.755278
CTL,Charleville,Charlieville,Australia,-26.413334,146.262500
ISA,Mount Isa,Mount Isa,Australia,-20.663889,139.488611
MCY,Sunshine Coast,Maroochydore,Australia,-26.603333,153.091111
MKY,Mackay,Mackay,Australia,-21.171667,149.179722
PPP,Proserpine Whitsunday Coast,Prosserpine,Australia,-20.495000,148.552222
ROK,Rockhampton,Rockhampton,Australia,-23.381944,150.475278
TSV,Townsville,Townsville,Australia,-19.252500,146.765278
WEI,Weipa,Weipa,Australia,-12.678611,141.925278
AVV,Avalon,Avalon,Australia,-38.039444,144.469444
ABX,Albury,Albury,Australia,-36.067778,146.958056
MEB,Melbourne Essendon,Melbourne,Australia,-37.728056,144.901944
HBA,Hobart,Hobart,Australia,-42.836111,147.510278
LST,Launceston,Launceston,Australia,-41.545278,147.214167
MEL,Melbourne Intl,Melbourne,Australia,-37.673333,144.843333
ADL,Adelaide Intl,Adelaide,Australia,-34.945000,138.530556
KTA,Karratha,Karratha,Australia,-20.712222,116.773333
KGI,Kalgoorlie Boulder,Kalgoorlie,Australia,-30.789444,121.461667
KNX,Kununurra,Kununurra,Australia,-15.778056,128.707500
LEA,Learmonth,Learmonth,Australia,-22.235556,114.088611
PHE,Port Hedland Intl,Port Hedland,Australia,-20.377778,118.626389
PER,Perth Intl,Perth,Australia,-31.940278,115.966944
XCH,Christmas Island,Christmas Island,Christmas Island,-10.450556,105.690278
CBR,Canberra,Canberra,Australia,-35.306944,149.195000
CFS,Coffs Harbour,Coff's Harbour,Australia,-30.320556,153.116389
DBO,Dubbo,Dubbo,Australia,-32.216667,148.574722
NLK,Norfolk Island Intl,Norfolk Island,Norfolk Island,-29.041625,167.938742
RCM,Richmond,Richmond,Australia,-33.600556,150.780833
SYD,Sydney Intl,Sydney,Australia,-33.946111,151.177222
TMW,Tamworth,Tamworth,Australia,-31.083889,150.846667
WGA,Wagga Wagga,Wagga Wagga,Australia,-35.165278,147.466389
PEK,Capital Intl,Beijing,China,40.080111,116.584556
HLD,Dongshan,Hailar,China,49.204997,119.825000
TSN,Binhai,Tianjin,China,39.124353,117.346183
TYN,Wusu,Taiyuan,China,37.746897,112.628428
CAN,Baiyun Intl,Guangzhou,China,23.392436,113.298786
CSX,Huanghua,Changcha,China,28.189158,113.219633
KWL,Liangjiang,Guilin,China,25.218106,110.039197
NNG,Wuxu,Nanning,China,22.608267,108.172442
SZX,Baoan Intl,Shenzhen,China,22.639258,113.810664
CGO,Xinzheng,Zhengzhou,China,34.519672,113.840889
WUH,Tianhe,Wuhan,China,30.783758,114.208100
FNJ,Pyongyang Intl,Pyongyang,Korea,39.224061,125.670150
XIY,Xianyang,Xi'an,China,34.447119,108.751592
ULN,Chinggis Khaan Intl,Ulan Bator,Mongolia,47.843056,106.766639
KMG,Wujiaba,Kunming,China,24.992364,102.743536
XMN,Gaoqi,Xiamen,China,24.544036,118.127739
KHN,Changbei Intl,Nanchang,China,28.865000,115.900000
FOC,Changle,Fuzhou,China,25.935064,119.663272
HGH,Xiaoshan,Hangzhou,China,30.229503,120.434453
NGB,Lishe,Ninbo,China,29.826683,121.461906
NKG,Lukou,Nanjing,China,31.742042,118.862025
HFE,Luogang,Hefei,China,31.780019,117.298436
TAO,Liuting,Qingdao,China,36.266108,120.374436
SHA,Hongqiao Intl,Shanghai,China,31.197875,121.336319
YNT,Laishan,Yantai,China,37.401667,121.371667
CKG,Jiangbei,Chongqing,China,29.719217,106.641678
KWE,Longdongbao,Guiyang,China,26.538522,106.800703
CTU,Shuangliu,Chengdu,China,30.578528,103.947086
XIC,Qingshan,Xichang,China,27.989083,102.184361
KHG,Kashi,Kashi,China,39.542922,76.019956
HTN,Hotan,Hotan,China,37.038522,79.864933
URC,Diwopu,Urumqi,China,43.907106,87.474244
HRB,Taiping,Harbin,China,45.623403,126.250328
DLC,Zhoushuizi,Dalian,China,38.965667,121.538600
PVG,Pudong,Shanghai,China,31.143378,121.805214
SZB,Subang-Sultan Abdul Aziz Shah Intl,Kuala Lumpur,Malaysia,3.130583,101.549333
NTQ,Noto,Wajima,Japan,37.293097,136.961853
HBE,Borg El Arab Intl,Alexandria,Egypt,30.917669,29.696408
BTI,Barter Island Lrrs,Barter Island,United States,70.133989,-143.581867
LUR,Cape Lisburne Lrrs,Cape Lisburne,United States,68.875133,-166.110022
PIZ,Point Lay Lrrs,Point Lay,United States,69.732875,-163.005342
ITO,Hilo Intl,Hilo,United States,19.721375,-155.048469
BTT,Bettles,Bettles,United States,66.913944,-151.529056
FYU,Fort Yukon,Fort Yukon,United States,66.571492,-145.250417
SNP,St Paul Island,St. Paul Island,United States,57.167333,-170.220444
ILI,Iliamna,Iliamna,United States,59.754356,-154.910961
FSM,Fort Smith Rgnl,Fort Smith,United States,35.336583,-94.367444
GFK,Grand Forks Intl,Grand Forks,United States,47.949256,-97.176111
HNM,Hana,Hana,United States,20.795636,-156.014439
PRC,Ernest A Love Fld,Prescott,United States,34.654472,-112.419583
TTN,Trenton Mercer,Trenton,United States,40.276692,-74.813469
BOS,General Edward Lawrence Logan Intl,Boston,United States,42.364347,-71.005181
OAK,Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722
OMA,Eppley Afld,Omaha,United States,41.303167,-95.894069
OGG,Kahului,Kahului,United States,20.898650,-156.430458
ICT,Wichita Mid Continent,Wichita,United States,37.649944,-97.433056
MCI,Kansas City Intl,Kansas City,United States,39.297606,-94.713905
MSN,Dane Co Rgnl Truax Fld,Madison,United States,43.139858,-89.337514
DLG,Dillingham,Dillingham,United States,59.044667,-158.505500
HRO,Boone Co,Harrison,United States,36.261519,-93.154728
PHX,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
BGR,Bangor Intl,Bangor,United States,44.807444,-68.828139
GGG,East Texas Rgnl,Longview,United States,32.384014,-94.711486
GEG,Spokane Intl,Spokane,United States,47.619861,-117.533833
SFO,San Francisco Intl,San Francisco,United States,37.618972,-122.374889
GNV,Gainesville Rgnl,Gainesville,United States,29.690056,-82.271778
MEM,Memphis Intl,Memphis,United States,35.042417,-89.976667
LAX,Los Angeles Intl,Los Angeles,United States,33.942536,-118.408075
CLE,Cleveland Hopkins Intl,Cleveland,United States,41.411689,-81.849794
CVG,Cincinnati Northern Kentucky Intl,Cincinnati,United States,39.048836,-84.667822
HON,Huron Rgnl,Huron,United States,44.385200,-98.228542
JNU,Juneau Intl,Juneau,United States,58.354972,-134.576278
LFT,Lafayette Rgnl,Lafayette,United States,30.205278,-91.987611
EWR,Newark Liberty Intl,Newark,United States,40.692500,-74.168667
BOI,Boise Air Terminal,Boise,United States,43.564361,-116.222861
GCK,Garden City Rgnl,Garden City,United States,37.927528,-100.724417
MOT,Minot Intl,Minot,United States,48.259378,-101.280333
DAL,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
HLN,Helena Rgnl,Helena,United States,46.606806,-111.982750
LCH,Lake Charles Rgnl,Lake Charles,United States,30.126112,-93.223335
KOA,Kona Intl At Keahole,Kona,United States,19.738767,-156.045631
MYR,Myrtle Beach Intl,Myrtle Beach,United States,33.679750,-78.928333
ACK,Nantucket Mem,Nantucket,United States,41.253053,-70.060181
DCA,Ronald Reagan Washington Natl,Washington,United States,38.852083,-77.037722
ACY,Atlantic City Intl,Atlantic City,United States,39.457583,-74.577167
PUB,Pueblo Memorial,Pueblo,United States,38.289085,-104.496572
PQI,Northern Maine Rgnl At Presque Isle,Presque Isle,United States,46.688958,-68.044797
ADQ,Kodiak,Kodiak,United States,57.749967,-152.493856
FLL,Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.152750
INL,Falls Intl,International Falls,United States,48.566186,-93.403067
SLC,Salt Lake City Intl,Salt Lake City,United States,40.788389,-111.977772
MDT,Harrisburg Intl,Harrisburg,United States,40.193494,-76.763403
LNK,Lincoln,Lincoln,United States,40.850971,-96.759250
LAN,Capital City,Lansing,United States,42.778700,-84.587357
MUE,Waimea Kohala,Kamuela,United States,20.001328,-155.668108
